row_id,CV_fold
747,0
9352,0
13505,0
14152,0
19529,0
6637,0
22693,0
17211,0
9373,0
3222,0
19906,0
25537,0
16259,0
12635,0
1052,0
8768,0
16752,0
27211,0
18959,0
11021,0
23126,0
11384,0
1862,0
27225,0
4717,0
8937,0
4116,0
21947,0
5308,0
16078,0
22087,0
21115,0
2009,0
17537,0
16275,0
3580,0
25455,0
16640,0
9585,0
4935,0
3550,0
12662,0
22611,0
3941,0
4521,0
21761,0
23516,0
5369,0
10481,0
25050,0
26687,0
15486,0
22618,0
15152,0
486,0
10444,0
1512,0
8945,0
29326,0
3517,0
6417,0
1494,0
6310,0
8167,0
19567,0
7426,0
20638,0
20105,0
9159,0
22651,0
27457,0
18107,0
13327,0
1980,0
9407,0
15779,0
11729,0
23034,0
21913,0
9614,0
7243,0
1786,0
21003,0
979,0
5065,0
1593,0
19015,0
20152,0
14015,0
18332,0
15174,0
6581,0
28611,0
848,0
19332,0
27453,0
10296,0
11665,0
14000,0
1070,0
11054,0
23131,0
17371,0
28693,0
11392,0
374,0
26239,0
26724,0
11858,0
4656,0
29061,0
2890,0
15090,0
17882,0
8731,0
17552,0
22012,0
23595,0
8528,0
8673,0
516,0
11485,0
2269,0
25633,0
29488,0
19846,0
26204,0
5663,0
7407,0
14912,0
19591,0
17582,0
11714,0
26381,0
25084,0
29098,0
1800,0
20282,0
23059,0
27468,0
8708,0
11789,0
21579,0
21024,0
677,0
16300,0
6924,0
6828,0
23193,0
12276,0
11478,0
13328,0
4971,0
19281,0
18345,0
15325,0
12887,0
6036,0
17939,0
8330,0
15956,0
13963,0
21315,0
6800,0
28015,0
17696,0
9694,0
27773,0
24753,0
4328,0
1950,0
23194,0
6203,0
24592,0
11558,0
12857,0
10248,0
29792,0
20542,0
21425,0
16634,0
11881,0
1413,0
12050,0
2476,0
25364,0
5334,0
6019,0
17232,0
23816,0
7948,0
20512,0
7971,0
20711,0
27146,0
25428,0
25880,0
6461,0
4044,0
12379,0
25257,0
20370,0
25967,0
19264,0
14679,0
29907,0
5280,0
6421,0
17938,0
11483,0
10946,0
22802,0
518,0
29,0
8928,0
11469,0
24884,0
21865,0
28795,0
28654,0
3099,0
10451,0
8391,0
25297,0
28587,0
2677,0
29285,0
18313,0
23439,0
6960,0
19665,0
3888,0
14191,0
630,0
8995,0
6848,0
7300,0
29233,0
10405,0
10846,0
23698,0
21622,0
14952,0
16160,0
6296,0
15572,0
29288,0
18077,0
20500,0
19084,0
1308,0
9998,0
22722,0
25213,0
85,0
21117,0
19618,0
7569,0
27501,0
12945,0
2635,0
2392,0
18367,0
23535,0
3156,0
3114,0
20855,0
24496,0
15775,0
4637,0
5061,0
16396,0
12332,0
25083,0
11299,0
19179,0
24281,0
22855,0
12175,0
21371,0
26271,0
2431,0
17107,0
6199,0
3735,0
18049,0
4616,0
11950,0
16110,0
20485,0
1395,0
9056,0
16479,0
28892,0
7000,0
29088,0
24186,0
8514,0
23676,0
29438,0
690,0
11303,0
9454,0
8176,0
21749,0
3342,0
17843,0
19628,0
19813,0
4234,0
3745,0
15875,0
29528,0
16521,0
15365,0
3748,0
4944,0
11574,0
20138,0
16156,0
9618,0
3774,0
11514,0
4438,0
27156,0
13722,0
9852,0
8916,0
4753,0
9908,0
27000,0
4341,0
14852,0
4266,0
2173,0
26640,0
7532,0
24029,0
10035,0
29992,0
29416,0
20629,0
1939,0
14217,0
23838,0
5537,0
7230,0
17415,0
403,0
13197,0
1365,0
9824,0
10172,0
28425,0
12189,0
11565,0
29388,0
1849,0
8040,0
8374,0
23419,0
17455,0
5894,0
24810,0
22173,0
26733,0
11444,0
21012,0
26024,0
9185,0
6264,0
24149,0
11428,0
22707,0
5201,0
3515,0
12121,0
6535,0
21837,0
16091,0
20046,0
10553,0
27673,0
23770,0
24924,0
19868,0
26685,0
13613,0
19709,0
29878,0
2275,0
12079,0
28664,0
657,0
1922,0
15979,0
10585,0
3390,0
13686,0
20610,0
18496,0
11272,0
13108,0
21877,0
9455,0
8628,0
17364,0
23444,0
259,0
17741,0
17478,0
5267,0
27308,0
14907,0
9197,0
27355,0
28927,0
9138,0
17340,0
6903,0
9971,0
7964,0
2782,0
5031,0
12875,0
13468,0
27224,0
11890,0
10567,0
28139,0
13042,0
5904,0
1462,0
5923,0
23709,0
6765,0
3845,0
28394,0
18724,0
4547,0
23825,0
5943,0
3461,0
13139,0
26076,0
13076,0
29633,0
13127,0
18043,0
4,0
26854,0
5974,0
6240,0
9847,0
18987,0
20998,0
3070,0
15785,0
26294,0
22868,0
25696,0
724,0
17479,0
11995,0
29801,0
5134,0
22785,0
13543,0
17055,0
13527,0
27423,0
12561,0
15141,0
19804,0
3266,0
6398,0
17821,0
10178,0
21205,0
1959,0
29932,0
14750,0
9955,0
16757,0
5417,0
1576,0
19141,0
16298,0
16070,0
23252,0
3144,0
27820,0
12429,0
10788,0
19252,0
8542,0
23916,0
15221,0
15359,0
10115,0
12933,0
8068,0
11954,0
23170,0
5784,0
27480,0
5154,0
9381,0
7992,0
5598,0
19494,0
11799,0
29712,0
16157,0
29880,0
10165,0
5087,0
19251,0
22665,0
9477,0
22673,0
26589,0
19765,0
24369,0
20168,0
4716,0
18798,0
26688,0
11595,0
27379,0
16608,0
29224,0
10632,0
5751,0
5892,0
5797,0
16916,0
20172,0
11282,0
27754,0
13804,0
6519,0
3548,0
20030,0
17322,0
5399,0
3503,0
1258,0
2953,0
28658,0
23218,0
1284,0
24097,0
19822,0
16434,0
25916,0
23887,0
345,0
29025,0
14602,0
3360,0
21217,0
23795,0
4696,0
19005,0
26736,0
25110,0
27526,0
9717,0
13400,0
12184,0
17272,0
3270,0
14407,0
5535,0
3822,0
27872,0
28577,0
10958,0
2897,0
22296,0
28345,0
21668,0
9382,0
27550,0
15396,0
1604,0
15134,0
27634,0
10752,0
17466,0
17057,0
25649,0
9867,0
4545,0
23443,0
10259,0
24116,0
17108,0
25739,0
16963,0
10803,0
22009,0
7568,0
19983,0
7524,0
16719,0
24516,0
116,0
17418,0
25686,0
26166,0
3684,0
19478,0
16035,0
18708,0
16910,0
9181,0
28842,0
19291,0
3456,0
14848,0
12570,0
22732,0
16252,0
2272,0
11318,0
16015,0
20596,0
20406,0
16227,0
12029,0
8,0
11932,0
21488,0
6684,0
5918,0
29592,0
9523,0
13290,0
298,0
6772,0
20478,0
5565,0
3830,0
29949,0
2902,0
10792,0
1908,0
4429,0
648,0
7820,0
15755,0
27512,0
5191,0
26444,0
23182,0
22657,0
23924,0
15147,0
10468,0
11376,0
23076,0
11394,0
25796,0
12535,0
13684,0
4791,0
14808,0
21546,0
9764,0
6132,0
29083,0
27273,0
28348,0
17828,0
948,0
11797,0
18023,0
25849,0
9294,0
22388,0
14403,0
25448,0
11566,0
5522,0
12215,0
839,0
11424,0
26036,0
19458,0
21746,0
13665,0
17310,0
25685,0
608,0
12565,0
2861,0
8029,0
14039,0
4842,0
1857,0
15384,0
6667,0
3683,0
23798,0
16058,0
25878,0
23571,0
21064,0
28844,0
6917,0
14854,0
10750,0
732,0
898,0
19852,0
10892,0
5770,0
8353,0
25416,0
9786,0
12361,0
8017,0
9269,0
17078,0
7972,0
28060,0
16042,0
14666,0
11737,0
19725,0
190,0
7906,0
22624,0
6034,0
1739,0
17748,0
12640,0
12018,0
26356,0
27770,0
10916,0
2923,0
26446,0
19459,0
21122,0
18639,0
9414,0
4191,0
20607,0
9412,0
4166,0
12855,0
7672,0
14296,0
27988,0
15946,0
23315,0
19424,0
3921,0
5406,0
13518,0
21608,0
17961,0
28240,0
15983,0
28297,0
1963,0
2970,0
7112,0
2534,0
4875,0
3218,0
7472,0
8196,0
16428,0
29786,0
3856,0
21036,0
8192,0
13446,0
27518,0
11974,0
29798,0
23143,0
27055,0
16671,0
26099,0
25929,0
9161,0
17159,0
20023,0
11742,0
22363,0
12345,0
16358,0
29613,0
3596,0
2396,0
21126,0
22898,0
15751,0
29459,0
1590,0
12743,0
1569,0
12033,0
16512,0
7155,0
17906,0
27200,0
25827,0
20621,0
16079,0
14681,0
24910,0
20793,0
20454,0
17572,0
18604,0
19112,0
966,0
3388,0
19875,0
872,0
13910,0
10791,0
15675,0
11455,0
13544,0
18937,0
7059,0
12963,0
10937,0
17066,0
18969,0
6148,0
17022,0
8510,0
26959,0
15511,0
1694,0
3081,0
16093,0
12260,0
22992,0
29686,0
6362,0
3688,0
9750,0
15892,0
13886,0
12724,0
27875,0
4424,0
189,0
26463,0
16535,0
24747,0
12483,0
29230,0
14111,0
1610,0
1427,0
10947,0
23404,0
13143,0
8882,0
1728,0
25178,0
26592,0
7738,0
27601,0
25932,0
14181,0
2829,0
17584,0
23065,0
24216,0
7770,0
21136,0
21303,0
286,0
16492,0
6482,0
25381,0
7136,0
19038,0
23361,0
12466,0
21555,0
29109,0
23839,0
868,0
12444,0
7069,0
9680,0
4245,0
14392,0
5207,0
14112,0
25996,0
7202,0
10991,0
3130,0
2044,0
950,0
29531,0
7497,0
12132,0
5047,0
8421,0
21633,0
25303,0
18074,0
28389,0
24191,0
21491,0
12617,0
14259,0
930,0
29950,0
2693,0
24730,0
22444,0
17075,0
19548,0
7168,0
27346,0
19649,0
9780,0
9640,0
22207,0
5340,0
26545,0
13895,0
18525,0
19714,0
15406,0
2842,0
5707,0
24781,0
7274,0
27617,0
1194,0
16683,0
7963,0
8802,0
2296,0
29001,0
20139,0
6407,0
5444,0
6279,0
984,0
11772,0
22642,0
16405,0
20559,0
18769,0
26132,0
22114,0
22419,0
4851,0
1679,0
9975,0
23449,0
8645,0
19123,0
24484,0
24599,0
26954,0
7969,0
28775,0
15254,0
28881,0
8398,0
1765,0
860,0
6267,0
26777,0
8108,0
6388,0
26440,0
27630,0
6669,0
20815,0
23334,0
12694,0
8867,0
22351,0
22867,0
1346,0
19012,0
10346,0
10260,0
28377,0
25532,0
9141,0
12324,0
3772,0
28143,0
10765,0
26946,0
27110,0
14135,0
4250,0
25129,0
10005,0
4666,0
24886,0
11416,0
14600,0
13947,0
29659,0
5072,0
23452,0
7223,0
7788,0
28124,0
1197,0
17639,0
14427,0
23221,0
17330,0
6265,0
13514,0
7364,0
26398,0
28432,0
7888,0
12668,0
17406,0
18303,0
11177,0
13924,0
2745,0
15508,0
8721,0
9823,0
14505,0
621,0
11136,0
25349,0
21974,0
17265,0
15813,0
19541,0
8475,0
5493,0
14858,0
18931,0
4499,0
28616,0
16550,0
10852,0
11386,0
5578,0
24699,0
23521,0
15912,0
26913,0
8877,0
21696,0
23206,0
12452,0
5276,0
1690,0
18426,0
10492,0
13615,0
29165,0
14171,0
9830,0
12892,0
1549,0
6579,0
20068,0
24226,0
1783,0
22963,0
5478,0
23116,0
2209,0
6604,0
15004,0
9077,0
9266,0
20346,0
17910,0
3091,0
6652,0
16290,0
4131,0
27799,0
13567,0
21713,0
6846,0
25398,0
23869,0
2549,0
6483,0
3220,0
7561,0
18258,0
5297,0
3213,0
26417,0
7283,0
15540,0
8668,0
863,0
16973,0
3427,0
21049,0
8720,0
13435,0
9047,0
619,0
7669,0
16115,0
8615,0
29797,0
24403,0
5209,0
24471,0
55,0
23362,0
27487,0
8978,0
3826,0
19025,0
13658,0
12323,0
27255,0
18370,0
10356,0
15624,0
10394,0
26821,0
29626,0
17090,0
5339,0
14901,0
4119,0
27064,0
12234,0
11600,0
4452,0
28560,0
11601,0
18662,0
14871,0
17315,0
24714,0
28306,0
4980,0
18185,0
16352,0
8960,0
29017,0
27663,0
13438,0
21717,0
25304,0
17835,0
29387,0
14546,0
12941,0
23891,0
3368,0
22571,0
22397,0
21724,0
978,0
21186,0
10648,0
19167,0
12778,0
19562,0
10548,0
4431,0
25574,0
9189,0
19226,0
19750,0
27009,0
29734,0
18068,0
13971,0
8252,0
133,0
2878,0
28828,0
25749,0
27307,0
6606,0
19867,0
1648,0
12883,0
7846,0
6323,0
1735,0
13450,0
6051,0
12422,0
14360,0
5097,0
10168,0
13154,0
10950,0
20103,0
4403,0
1063,0
21083,0
4850,0
3259,0
17411,0
14142,0
21517,0
28117,0
13255,0
14095,0
24513,0
3442,0
10101,0
16639,0
8262,0
19173,0
20620,0
23522,0
12827,0
7018,0
26189,0
23533,0
21478,0
7212,0
23639,0
28071,0
13772,0
29771,0
16084,0
11623,0
7152,0
21725,0
24949,0
2768,0
7384,0
3608,0
23752,0
6919,0
7610,0
1792,0
18215,0
11857,0
16725,0
7229,0
1995,0
10174,0
7419,0
22811,0
20684,0
28120,0
2118,0
28620,0
26069,0
1955,0
16661,0
21264,0
20392,0
3972,0
10462,0
7512,0
14842,0
4247,0
14241,0
18432,0
9329,0
4456,0
22482,0
6671,0
2221,0
20200,0
23344,0
17986,0
16563,0
27010,0
12607,0
19441,0
22183,0
28252,0
3367,0
563,0
21045,0
1619,0
27326,0
8631,0
7097,0
2040,0
10659,0
14908,0
18453,0
17221,0
28295,0
18009,0
19065,0
14221,0
5405,0
3418,0
26143,0
12477,0
19508,0
18946,0
20368,0
7689,0
26824,0
16004,0
9689,0
12816,0
27491,0
16628,0
1005,0
18817,0
23880,0
11297,0
19212,0
24202,0
28378,0
11598,0
26309,0
7118,0
20341,0
12380,0
12974,0
5027,0
13870,0
7215,0
1296,0
10132,0
14079,0
29296,0
14124,0
23203,0
14483,0
17768,0
148,0
27153,0
23407,0
316,0
13557,0
22374,0
6748,0
19324,0
9410,0
24024,0
10917,0
1558,0
20813,0
2408,0
27629,0
11810,0
23751,0
16513,0
16583,0
28723,0
3086,0
12046,0
10706,0
18027,0
2823,0
22903,0
5792,0
25984,0
11749,0
21620,0
15671,0
14246,0
28905,0
19103,0
9221,0
4927,0
27107,0
16648,0
23372,0
11404,0
23991,0
8939,0
876,0
19572,0
10048,0
21878,0
20127,0
20015,0
28951,0
27746,0
12106,0
28299,0
9620,0
25761,0
28174,0
24999,0
15538,0
18076,0
26211,0
18142,0
10211,0
1000,0
6136,0
5270,0
11778,0
14767,0
21834,0
24507,0
8884,0
1607,0
3923,0
15057,0
350,0
699,0
7149,0
25391,0
11467,0
13607,0
11669,0
6141,0
21850,0
8042,0
8985,0
25503,0
2720,0
10011,0
11440,0
24351,0
29336,0
22982,0
20768,0
20207,0
24596,0
19145,0
3649,0
24577,0
21495,0
21656,0
11502,0
4142,0
3230,0
28868,0
23722,0
15175,0
20155,0
18852,0
14359,0
9565,0
2411,0
19157,0
13153,0
18036,0
1954,0
29073,0
24275,0
7262,0
3860,0
19580,0
7622,0
3239,0
23356,0
27966,0
6086,0
16003,0
1387,0
426,0
20946,0
11439,0
3457,0
11447,0
16059,0
21406,0
5640,0
7859,0
14490,0
29582,0
1699,0
23032,0
11554,0
5580,0
18755,0
25141,0
578,0
27755,0
16865,0
1751,0
17949,0
29047,0
18200,0
7135,0
28875,0
23139,0
16332,0
22280,0
13547,0
156,0
29443,0
3092,0
1058,0
19365,0
27440,0
3996,0
3402,0
26937,0
23105,0
14746,0
8352,0
24070,0
6796,0
21225,0
8250,0
17869,0
19827,0
9916,0
7839,0
13056,0
25000,0
19426,0
26245,0
16047,0
23217,0
24005,0
23711,0
21623,0
221,0
1962,0
14921,0
5489,0
25771,0
14210,0
14878,0
13799,0
16278,0
13431,0
17914,0
23216,0
6364,0
5966,0
4552,0
17682,0
21471,0
24370,0
4956,0
145,0
901,0
3414,0
9123,0
5998,0
5977,0
20291,0
4468,0
23448,0
2123,0
13363,0
4319,0
24413,0
6703,0
766,0
8427,0
20511,0
19746,0
10387,0
3340,0
9849,0
22298,0
12965,0
27969,0
390,0
2510,0
3444,0
18570,0
24564,0
6947,0
3528,0
16154,0
23398,0
11074,0
10198,0
18735,0
13315,0
2318,0
17430,0
8512,0
1881,0
13961,0
12588,0
6339,0
15685,0
14230,0
15171,0
20589,0
18743,0
20174,0
24547,0
28111,0
23619,0
12581,0
29869,0
29943,0
25186,0
420,0
13694,0
5164,0
137,0
10294,0
10627,0
19736,0
12322,0
115,0
23793,0
7889,0
29518,0
16659,0
1198,0
11518,0
16339,0
17488,0
9679,0
25693,0
18756,0
7137,0
16211,0
17796,0
14042,0
24996,0
22617,0
21553,0
4648,0
9448,0
11138,0
20264,0
8741,0
1455,0
3751,0
8106,0
6235,0
14316,0
10999,0
22906,0
24621,0
3861,0
11041,0
19979,0
5955,0
1971,0
16714,0
12558,0
14203,0
2385,0
3113,0
2716,0
23154,0
1898,0
12562,0
264,0
27930,0
23900,0
11802,0
29479,0
18828,0
25945,0
5418,0
24813,0
26956,0
29113,0
14428,0
12931,0
16112,0
28915,0
4948,0
1965,0
12064,0
22734,0
25617,0
13110,0
20835,0
19194,0
28797,0
939,0
80,0
9343,0
20971,0
21616,0
15953,0
2302,0
7380,0
13824,0
20898,0
10074,0
1195,0
10855,0
25187,0
20552,0
6600,0
15333,0
24891,0
14652,0
7456,0
24499,0
15381,0
3458,0
17493,0
4706,0
10192,0
3658,0
2567,0
6286,0
1672,0
9160,0
16588,0
19745,0
7275,0
8938,0
11581,0
2158,0
27430,0
18889,0
16043,0
29034,0
13015,0
22449,0
13439,0
4826,0
22629,0
21395,0
12498,0
3293,0
7620,0
28683,0
3178,0
15461,0
27674,0
12592,0
17533,0
12455,0
14149,0
27638,0
3731,0
23002,0
21801,0
21476,0
927,0
14143,0
16627,0
6905,0
26933,0
28805,0
19626,0
29921,0
20894,0
5736,0
11762,0
27131,0
26121,0
19825,0
20576,0
10072,0
6708,0
6248,0
28718,0
24661,0
12919,0
24748,0
15124,0
20361,0
26768,0
21895,0
11541,0
4896,0
28869,0
21358,0
7916,0
10476,0
23117,0
15307,0
937,0
12257,0
8486,0
29162,0
8210,0
25380,0
2895,0
339,0
21660,0
29225,0
24628,0
14638,0
180,0
29031,0
17907,0
10913,0
22379,0
21099,0
28233,0
29785,0
18177,0
26180,0
5012,0
8558,0
3306,0
14991,0
28380,0
28323,0
4428,0
9049,0
21320,0
11087,0
11863,0
17359,0
29063,0
28199,0
7207,0
161,0
17981,0
28624,0
993,0
7541,0
17934,0
8053,0
25556,0
6039,0
6811,0
21391,0
14664,0
22093,0
458,0
12780,0
19610,0
4074,0
9851,0
20459,0
23984,0
18567,0
21202,0
26763,0
7318,0
25417,0
3510,0
11970,0
22704,0
4118,0
18342,0
8624,0
28547,0
3924,0
8563,0
29584,0
6331,0
17373,0
18663,0
26234,0
4755,0
25707,0
12760,0
9784,0
26038,0
28977,0
18479,0
7953,0
20877,0
658,0
5483,0
29713,0
29684,0
5718,0
472,0
19954,0
19049,0
5903,0
16509,0
29746,0
18979,0
15150,0
17052,0
12718,0
29406,0
8151,0
27853,0
3489,0
6387,0
19521,0
8594,0
26325,0
26424,0
5853,0
7977,0
27469,0
27581,0
5463,0
7499,0
3429,0
9298,0
23097,0
7465,0
23275,0
9080,0
27474,0
16281,0
26635,0
13097,0
1367,0
22427,0
27363,0
27353,0
4083,0
18007,0
25030,0
26346,0
29405,0
1771,0
16932,0
18262,0
23867,0
28859,0
10204,0
10400,0
9525,0
7993,0
19555,0
17397,0
302,0
15729,0
22601,0
1947,0
24393,0
27751,0
26316,0
8797,0
13375,0
11159,0
15339,0
27955,0
7829,0
4347,0
26328,0
15746,0
27775,0
492,0
20147,0
21296,0
22565,0
579,0
20981,0
7159,0
26127,0
19131,0
6176,0
15791,0
10302,0
14067,0
5824,0
24869,0
17761,0
15259,0
21847,0
23008,0
3153,0
18888,0
3631,0
20591,0
21091,0
3761,0
3841,0
29523,0
16204,0
1380,0
29014,0
14352,0
16013,0
1539,0
2005,0
27604,0
4737,0
8413,0
8451,0
10769,0
24945,0
29397,0
17402,0
28783,0
21982,0
14091,0
3291,0
7791,0
16032,0
23330,0
23633,0
781,0
11191,0
319,0
18356,0
14229,0
6705,0
6945,0
23408,0
1987,0
1903,0
22808,0
12022,0
28427,0
4361,0
20702,0
25946,0
10561,0
29266,0
9483,0
7177,0
23585,0
1927,0
18257,0
20397,0
6253,0
16269,0
17140,0
8098,0
485,0
12611,0
7942,0
17883,0
695,0
9675,0
2511,0
5544,0
4267,0
28159,0
21757,0
251,0
4991,0
889,0
4569,0
14078,0
4004,0
19744,0
6955,0
3495,0
17651,0
12414,0
21499,0
25383,0
10770,0
23036,0
17425,0
620,0
19556,0
26478,0
8650,0
2864,0
15667,0
14239,0
12003,0
9656,0
3756,0
25864,0
18748,0
25100,0
22386,0
12655,0
14060,0
3120,0
7469,0
11425,0
25913,0
11267,0
4145,0
25332,0
3563,0
26350,0
16736,0
28472,0
26233,0
25234,0
27112,0
3380,0
20369,0
28039,0
26410,0
16148,0
1505,0
6108,0
24995,0
28150,0
29250,0
22538,0
21772,0
14101,0
20732,0
3781,0
10368,0
22491,0
17862,0
25604,0
21899,0
5798,0
19958,0
7926,0
27026,0
6676,0
10599,0
2938,0
16698,0
22814,0
12702,0
19500,0
3085,0
9842,0
12143,0
4952,0
21729,0
26912,0
13467,0
16848,0
5271,0
17267,0
16146,0
4975,0
17086,0
23555,0
11942,0
20803,0
17668,0
27359,0
6245,0
25375,0
15203,0
4205,0
1906,0
